R_Fighter,B_Fighter,R_Status,B_Status,URL,last_round,last_round_time,format,referee,fight_type,date,location,R_KD,B_KD,R_SIG_STR,B_SIG_STR,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR,B_TOTAL_STR,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND
Pat Barry,Joey Beltran,W,L,http://ufcstats.com/fight-details/4abf375aa97364f6,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Heavyweight Bout,"January 22, 2011","Killeen, Texas, USA",0,0,3 of 8,15 of 30,37%,50%,6 of 12,29 of 48,0 of 0,0 of 2,---,0%,0,0,0,0,0:21,1:58,1 of 6,6 of 21,0 of 0,3 of 3,2 of 2,6 of 6,3 of 8,2 of 14,0 of 0,13 of 16,0 of 0,0 of 0
Mark Hominick,George Roop,W,L,http://ufcstats.com/fight-details/9a71dc94152a76ac,1,1:28,3 Rnd (5-5-5),Don Turnage,Featherweight Bout,"January 22, 2011","Killeen, Texas, USA",2,0,9 of 16,12 of 32,56%,37%,9 of 16,12 of 32,0 of 0,0 of 1,---,0%,0,0,0,0,0:08,0:00,8 of 14,4 of 23,1 of 2,1 of 2,0 of 0,7 of 7,8 of 15,12 of 32,0 of 0,0 of 0,1 of 1,0 of 0
Melvin Guillard,Evan Dunham,W,L,http://ufcstats.com/fight-details/6963c65b49e47277,1,2:58,3 Rnd (5-5-5),Mario Yamasaki,Lightweight Bout,"January 22, 2011","Killeen, Texas, USA",2,0,17 of 33,2 of 10,51%,20%,28 of 44,2 of 10,0 of 0,1 of 6,---,16%,0,0,0,0,0:05,0:58,15 of 30,0 of 6,2 of 3,2 of 4,0 of 0,0 of 0,8 of 17,2 of 10,6 of 9,0 of 0,3 of 7,0 of 0
Waylon Lowe,Willamy Freire,W,L,http://ufcstats.com/fight-details/dbfac95047e7b33a,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Lightweight Bout,"January 22, 2011","Killeen, Texas, USA",0,0,4 of 7,0 of 3,57%,0%,16 of 21,11 of 17,1 of 1,0 of 0,100%,---,0,0,0,0,4:23,0:00,1 of 4,0 of 3,3 of 3,0 of 0,0 of 0,0 of 0,1 of 3,0 of 3,0 of 0,0 of 0,3 of 4,0 of 0
Frankie Edgar,Gray Maynard,D,D,http://ufcstats.com/fight-details/91bb64656e13a1d4,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,UFC Lightweight Title Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,3,10 of 24,25 of 57,41%,43%,10 of 24,47 of 81,0 of 2,1 of 2,0%,50%,0,1,0,0,0:11,1:29,5 of 17,24 of 54,3 of 5,1 of 3,2 of 2,0 of 0,10 of 24,13 of 35,0 of 0,4 of 6,0 of 0,8 of 16
Mike Brown,Diego Nunes,L,W,http://ufcstats.com/fight-details/965989097794b22b,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Featherweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,0,35 of 52,18 of 27,67%,66%,47 of 69,20 of 29,2 of 7,0 of 0,28%,---,0,0,0,0,2:24,0:00,16 of 29,7 of 14,1 of 3,6 of 8,18 of 20,5 of 5,6 of 19,13 of 21,12 of 15,5 of 6,17 of 18,0 of 0
Brandon Vera,Thiago Silva,NC,NC,http://ufcstats.com/fight-details/65b4d4be2d04bb34,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Light Heavyweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,0,9 of 16,18 of 34,56%,52%,12 of 19,46 of 66,0 of 0,1 of 1,---,100%,0,1,0,0,0:10,4:18,1 of 4,13 of 27,5 of 7,5 of 6,3 of 5,0 of 1,3 of 7,1 of 6,6 of 9,4 of 7,0 of 0,13 of 21
Jacob Volkmann,Antonio McKee,W,L,http://ufcstats.com/fight-details/e7ace0544d5ab596,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Lightweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,0,3 of 20,12 of 24,15%,50%,4 of 21,14 of 26,1 of 2,0 of 2,50%,0%,0,0,0,0,0:46,1:07,1 of 16,5 of 16,0 of 0,5 of 6,2 of 4,2 of 2,3 of 20,7 of 18,0 of 0,4 of 5,0 of 0,1 of 1
Jeremy Stephens,Marcus Davis,W,L,http://ufcstats.com/fight-details/df42fd9af4740d24,3,2:33,3 Rnd (5-5-5),Kim Winslow,Lightweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,0,10 of 18,6 of 22,55%,27%,25 of 33,15 of 34,0 of 1,1 of 3,0%,33%,0,0,0,0,0:18,2:29,1 of 9,6 of 21,5 of 5,0 of 1,4 of 4,0 of 0,3 of 11,6 of 21,7 of 7,0 of 1,0 of 0,0 of 0
Dustin Poirier,Josh Grispi,W,L,http://ufcstats.com/fight-details/b13e3620949300c5,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Featherweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,0,38 of 70,10 of 28,54%,35%,50 of 84,15 of 33,0 of 0,0 of 2,---,0%,0,1,0,0,2:36,0:05,22 of 52,2 of 15,8 of 10,4 of 7,8 of 8,4 of 6,19 of 32,7 of 19,18 of 36,3 of 9,1 of 2,0 of 0
Nate Diaz,Dong Hyun Kim,L,W,http://ufcstats.com/fight-details/de7eec13356baebe,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Welterweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,0,5 of 22,8 of 13,22%,61%,13 of 32,12 of 17,0 of 0,1 of 1,---,100%,1,0,0,0,0:00,3:30,2 of 16,3 of 7,2 of 4,1 of 1,1 of 2,4 of 5,4 of 21,4 of 7,1 of 1,0 of 0,0 of 0,4 of 6
Phil Baroni,Brad Tavares,L,W,http://ufcstats.com/fight-details/fbc7d73f7bf60b9c,1,4:20,3 Rnd (5-5-5),Josh Rosenthal,Middleweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",1,1,11 of 16,22 of 31,68%,70%,23 of 29,25 of 34,0 of 0,0 of 3,---,0%,1,0,0,0,1:49,0:44,6 of 11,15 of 23,4 of 4,4 of 4,1 of 1,3 of 4,2 of 5,8 of 11,2 of 3,8 of 10,7 of 8,6 of 10
Clay Guida,Takanori Gomi,W,L,http://ufcstats.com/fight-details/f327f8e59acfab1b,2,4:27,3 Rnd (5-5-5),Josh Rosenthal,Lightweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,0,6 of 28,5 of 42,21%,11%,9 of 33,5 of 42,2 of 5,0 of 0,40%,---,0,0,0,0,0:47,0:04,4 of 25,4 of 41,2 of 3,1 of 1,0 of 0,0 of 0,5 of 26,5 of 42,0 of 0,0 of 0,1 of 2,0 of 0
Daniel Roberts,Greg Soto,W,L,http://ufcstats.com/fight-details/33c8395139de7551,1,3:45,3 Rnd (5-5-5),Kim Winslow,Welterweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,0,3 of 13,6 of 13,23%,46%,8 of 22,6 of 13,1 of 2,0 of 0,50%,---,2,1,0,0,1:46,0:31,3 of 13,5 of 11,0 of 0,1 of 2,0 of 0,0 of 0,3 of 12,2 of 9,0 of 0,2 of 2,0 of 1,2 of 2
Chris Leben,Brian Stann,L,W,http://ufcstats.com/fight-details/075be81e3f92c2bf,1,3:37,3 Rnd (5-5-5),Josh Rosenthal,Middleweight Bout,"January 01, 2011","Las Vegas, Nevada, USA",0,3,7 of 25,30 of 50,28%,60%,16 of 34,48 of 69,0 of 2,0 of 0,0%,---,0,1,0,0,0:08,1:45,2 of 16,22 of 40,3 of 5,7 of 8,2 of 4,1 of 2,3 of 15,10 of 19,4 of 10,12 of 18,0 of 0,8 of 13
Thiago Alves,John Howard,W,L,http://ufcstats.com/fight-details/f0d86420d88ca27b,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Welterweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,0,29 of 75,12 of 46,38%,26%,37 of 85,16 of 50,1 of 1,0 of 1,100%,0%,0,0,0,0,0:34,0:14,16 of 59,4 of 30,2 of 2,2 of 5,11 of 14,6 of 11,26 of 68,9 of 40,2 of 6,3 of 6,1 of 1,0 of 0
Joe Doerksen,Dan Miller,L,W,http://ufcstats.com/fight-details/ecc80630494d402a,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,Middleweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,0,3 of 9,13 of 31,33%,41%,33 of 42,47 of 70,0 of 0,2 of 2,---,100%,0,1,0,0,0:00,4:20,2 of 8,12 of 29,1 of 1,1 of 2,0 of 0,0 of 0,3 of 8,1 of 10,0 of 1,0 of 0,0 of 0,12 of 21
Joe Stevenson,Mac Danzig,L,W,http://ufcstats.com/fight-details/ecc41acbd699812a,1,1:54,3 Rnd (5-5-5),Dan Miragliotta,Lightweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,1,6 of 19,9 of 23,31%,39%,6 of 19,9 of 23,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:01,4 of 17,7 of 19,1 of 1,0 of 0,1 of 1,2 of 4,6 of 19,8 of 21,0 of 0,0 of 1,0 of 0,1 of 1
Georges St-Pierre,Josh Koscheck,W,L,http://ufcstats.com/fight-details/e87b5c403533b057,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,UFC Welterweight Title Bout,"December 11, 2010","Montreal, Quebec, Canada",0,0,20 of 48,5 of 25,41%,20%,26 of 55,7 of 27,1 of 3,1 of 3,33%,33%,0,0,0,0,0:14,1:07,14 of 41,4 of 23,0 of 0,1 of 2,6 of 7,0 of 0,20 of 48,2 of 21,0 of 0,2 of 3,0 of 0,1 of 1
TJ Grant,Ricardo Almeida,L,W,http://ufcstats.com/fight-details/42a361f33cbb8d6f,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Welterweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,0,1 of 4,17 of 34,25%,50%,7 of 11,33 of 50,0 of 0,2 of 3,---,66%,0,0,0,0,0:00,4:26,0 of 3,14 of 31,0 of 0,2 of 2,1 of 1,1 of 1,1 of 1,2 of 2,0 of 3,0 of 0,0 of 0,15 of 32
Mark Bocek,Dustin Hazelett,W,L,http://ufcstats.com/fight-details/94a3e3df3d28d8f0,1,2:33,3 Rnd (5-5-5),Philippe Chartier,Lightweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,0,9 of 18,0 of 3,50%,0%,24 of 33,0 of 3,1 of 1,0 of 0,100%,---,1,0,0,0,1:49,0:32,7 of 16,0 of 3,2 of 2,0 of 0,0 of 0,0 of 0,0 of 4,0 of 3,0 of 0,0 of 0,9 of 14,0 of 0
Matthew Riddle,Sean Pierson,L,W,http://ufcstats.com/fight-details/37d988593cb5f14a,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Welterweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,1,5 of 53,48 of 81,9%,59%,5 of 53,71 of 109,0 of 0,1 of 1,---,100%,0,1,0,0,0:00,2:31,4 of 49,28 of 57,0 of 3,12 of 13,1 of 1,8 of 11,5 of 52,23 of 49,0 of 1,14 of 18,0 of 0,11 of 14
Pat Audinwood,John Makdessi,L,W,http://ufcstats.com/fight-details/c4bbae7615545c85,3,5:00,3 Rnd (5-5-5),Herb Dean,Lightweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,1,4 of 49,21 of 37,8%,56%,4 of 49,24 of 44,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:19,1 of 40,13 of 26,2 of 6,3 of 4,1 of 3,5 of 7,4 of 48,18 of 32,0 of 1,2 of 2,0 of 0,1 of 3
Jesse Bongfeldt,Rafael Natal,D,D,http://ufcstats.com/fight-details/1de579eecc094c8b,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Middleweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,0,4 of 8,5 of 6,50%,83%,8 of 13,19 of 26,1 of 2,4 of 4,50%,100%,0,0,2,0,0:59,3:17,2 of 5,5 of 6,2 of 2,0 of 0,0 of 1,0 of 0,1 of 4,0 of 0,1 of 1,4 of 5,2 of 3,1 of 1
Jim Miller,Charles Oliveira,W,L,http://ufcstats.com/fight-details/77785292d4df807c,1,1:59,3 Rnd (5-5-5),Dan Miragliotta,Lightweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,0,1 of 6,5 of 8,16%,62%,6 of 11,8 of 12,1 of 1,0 of 1,100%,0%,2,0,0,0,1:32,0:00,1 of 6,2 of 5,0 of 0,2 of 2,0 of 0,1 of 1,0 of 4,3 of 5,0 of 0,0 of 1,1 of 2,2 of 2
Stefan Struve,Sean McCorkle,W,L,http://ufcstats.com/fight-details/ed6a02c8dcc6f922,1,3:55,3 Rnd (5-5-5),Yves Lavigne,Heavyweight Bout,"December 11, 2010","Montreal, Quebec, Canada",0,0,11 of 19,4 of 9,57%,44%,18 of 27,8 of 13,0 of 0,1 of 1,---,100%,0,2,1,0,0:16,3:08,11 of 19,4 of 9,0 of 0,0 of 0,0 of 0,0 of 0,1 of 4,0 of 1,0 of 0,0 of 0,10 of 15,4 of 8
Fredson Paixao,Pablo Garza,L,W,http://ufcstats.com/fight-details/7206d0aa1d53e518,1,0:51,3 Rnd (5-5-5),Steve Mazzagatti,Featherweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,1,1 of 1,3 of 7,100%,42%,1 of 1,3 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:01,0 of 0,2 of 6,0 of 0,0 of 0,1 of 1,1 of 1,1 of 1,2 of 6,0 of 0,0 of 0,0 of 0,1 of 1
Jonathan Brookins,Michael Johnson,W,L,http://ufcstats.com/fight-details/dca2a0eb4cd3deac,3,5:00,3 Rnd (5-5-5),Herb Dean,Ultimate Fighter 12 Lightweight Tournament Title Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,1,7 of 29,24 of 49,24%,48%,7 of 29,25 of 50,0 of 7,0 of 1,0%,0%,0,0,0,0,0:37,1:10,7 of 29,18 of 42,0 of 0,2 of 3,0 of 0,4 of 4,6 of 26,15 of 36,1 of 3,7 of 8,0 of 0,2 of 5
Stephan Bonnar,Igor Pokrajac,W,L,http://ufcstats.com/fight-details/a2be3b3f9739d0af,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Light Heavyweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,0,13 of 24,8 of 18,54%,44%,28 of 43,11 of 21,1 of 1,0 of 0,100%,---,1,0,1,0,3:33,0:46,3 of 13,5 of 15,10 of 11,2 of 2,0 of 0,1 of 1,0 of 7,5 of 13,6 of 8,3 of 5,7 of 9,0 of 0
Sako Chivitchian,Kyle Watson,L,W,http://ufcstats.com/fight-details/a1b035662f43aae2,3,5:00,3 Rnd (5-5-5),Herb Dean,Lightweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,0,12 of 37,25 of 36,32%,69%,23 of 50,30 of 44,0 of 0,0 of 6,---,0%,0,0,0,0,1:46,1:12,10 of 35,8 of 19,1 of 1,14 of 14,1 of 1,3 of 3,9 of 31,16 of 26,3 of 6,9 of 10,0 of 0,0 of 0
Cody McKenzie,Aaron Wilkinson,W,L,http://ufcstats.com/fight-details/f5686732b85adafc,1,2:03,3 Rnd (5-5-5),Chris Tognoni,Lightweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,0,0 of 2,0 of 1,0%,0%,8 of 10,0 of 1,1 of 1,1 of 1,100%,100%,2,0,2,1,0:54,1:04,0 of 2,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0
Ian Loveland,Tyler Toner,W,L,http://ufcstats.com/fight-details/ee85a66d86490f83,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Featherweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",1,0,10 of 23,1 of 1,43%,100%,35 of 54,3 of 3,0 of 0,0 of 0,---,---,0,0,0,0,4:50,0:00,10 of 23,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,2 of 4,1 of 1,0 of 0,0 of 0,8 of 19,0 of 0
Nam Phan,Leonard Garcia,L,W,http://ufcstats.com/fight-details/6e574bd614afffd9,3,5:00,3 Rnd (5-5-5),Herb Dean,Featherweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,0,33 of 71,30 of 111,46%,27%,33 of 71,30 of 111,0 of 0,0 of 0,---,---,0,0,0,0,0:08,0:00,23 of 58,18 of 97,6 of 8,6 of 7,4 of 5,6 of 7,33 of 71,27 of 108,0 of 0,3 of 3,0 of 0,0 of 0
Will Campuzano,Nick Pace,L,W,http://ufcstats.com/fight-details/d2287a9cfb6b9b07,3,4:33,3 Rnd (5-5-5),Chris Tognoni,Bantamweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,0,2 of 7,8 of 14,28%,57%,8 of 13,35 of 46,0 of 0,4 of 5,---,80%,0,0,0,0,0:06,4:19,1 of 6,1 of 7,0 of 0,3 of 3,1 of 1,4 of 4,2 of 7,7 of 13,0 of 0,0 of 0,0 of 0,1 of 1
Rich Attonito,David Branch,L,W,http://ufcstats.com/fight-details/3d16f99de58b9d0e,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Middleweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,0,1 of 8,2 of 9,12%,22%,2 of 9,10 of 21,0 of 0,2 of 4,---,50%,0,0,0,0,0:28,3:22,1 of 8,0 of 7,0 of 0,2 of 2,0 of 0,0 of 0,1 of 8,0 of 5,0 of 0,2 of 2,0 of 0,0 of 2
Johny Hendricks,Rick Story,L,W,http://ufcstats.com/fight-details/dca074896265f816,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Welterweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,0,14 of 33,32 of 76,42%,42%,19 of 38,40 of 86,1 of 1,0 of 2,100%,0%,0,0,0,0,0:33,0:29,12 of 30,14 of 51,0 of 1,14 of 20,2 of 2,4 of 5,13 of 28,23 of 59,1 of 5,9 of 17,0 of 0,0 of 0
Kendall Grove,Demian Maia,L,W,http://ufcstats.com/fight-details/dee976dde74e7e05,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Middleweight Bout,"December 04, 2010","Las Vegas, Nevada, USA",0,0,6 of 16,22 of 37,37%,59%,9 of 19,33 of 48,0 of 0,3 of 4,---,75%,0,1,0,0,0:00,3:31,6 of 16,15 of 29,0 of 0,6 of 6,0 of 0,1 of 2,5 of 15,2 of 9,0 of 0,1 of 2,1 of 1,19 of 26
Matt Hughes,BJ Penn,L,W,http://ufcstats.com/fight-details/552973c278f08fbb,1,0:21,3 Rnd (5-5-5),Dan Miragliotta,Welterweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,1,3 of 6,7 of 9,50%,77%,3 of 6,7 of 9,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,2 of 5,7 of 9,1 of 1,0 of 0,0 of 0,0 of 0,3 of 6,4 of 6,0 of 0,0 of 0,0 of 0,3 of 3
Gerald Harris,Maiquel Falcao,L,W,http://ufcstats.com/fight-details/256aacb8cb2c4289,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Middleweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,2 of 16,12 of 18,12%,66%,2 of 16,21 of 29,1 of 1,1 of 1,100%,100%,0,2,0,0,0:04,1:17,2 of 16,9 of 15,0 of 0,3 of 3,0 of 0,0 of 0,2 of 16,1 of 1,0 of 0,4 of 7,0 of 0,7 of 10
Phil Davis,Tim Boetsch,W,L,http://ufcstats.com/fight-details/71bcafd04decc8ce,2,2:55,3 Rnd (5-5-5),Herb Dean,Light Heavyweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,29 of 66,5 of 14,43%,35%,44 of 86,6 of 15,1 of 1,0 of 0,100%,---,1,0,0,0,2:22,0:00,9 of 35,1 of 8,13 of 22,1 of 2,7 of 9,3 of 4,13 of 30,5 of 14,4 of 6,0 of 0,12 of 30,0 of 0
Matt Brown,Brian Foster,L,W,http://ufcstats.com/fight-details/15cae38f1326adfb,2,2:11,3 Rnd (5-5-5),Herb Dean,Welterweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,9 of 13,14 of 24,69%,58%,18 of 22,21 of 33,1 of 1,2 of 2,100%,100%,1,1,1,1,1:43,2:00,3 of 7,9 of 18,3 of 3,5 of 5,3 of 3,0 of 1,4 of 8,8 of 13,1 of 1,2 of 2,4 of 4,4 of 9
Paul Kelly,TJ O'Brien,W,L,http://ufcstats.com/fight-details/e76c3346ad9be24a,2,3:16,3 Rnd (5-5-5),Dan Miragliotta,Lightweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,17 of 58,19 of 52,29%,36%,19 of 60,24 of 58,1 of 1,0 of 0,100%,---,0,0,0,0,0:52,0:00,10 of 49,8 of 34,2 of 2,4 of 7,5 of 7,7 of 11,15 of 55,18 of 49,2 of 2,0 of 2,0 of 1,1 of 1
Karo Parisyan,Dennis Hallman,L,W,http://ufcstats.com/fight-details/0ed093f6aaab94d3,1,1:47,3 Rnd (5-5-5),Dan Miragliotta,Welterweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,1,2 of 6,10 of 14,33%,71%,5 of 9,18 of 22,0 of 0,0 of 0,---,---,0,0,0,0,0:58,0:05,2 of 6,6 of 10,0 of 0,4 of 4,0 of 0,0 of 0,2 of 6,2 of 4,0 of 0,6 of 7,0 of 0,2 of 3
George Sotiropoulos,Joe Lauzon,W,L,http://ufcstats.com/fight-details/3e0301367e511512,2,2:43,3 Rnd (5-5-5),Marc Fennell,Lightweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,7 of 41,15 of 64,17%,23%,11 of 46,21 of 71,2 of 7,0 of 0,28%,---,0,0,0,1,1:47,0:44,5 of 37,14 of 63,2 of 4,1 of 1,0 of 0,0 of 0,4 of 35,5 of 49,1 of 4,6 of 7,2 of 2,4 of 8
Aaron Simpson,Mark Munoz,L,W,http://ufcstats.com/fight-details/8d886fba9328269c,3,5:00,3 Rnd (5-5-5),Marc Fennell,Middleweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,13 of 39,23 of 47,33%,48%,23 of 49,25 of 49,1 of 4,0 of 1,25%,0%,0,0,0,0,1:23,0:45,7 of 31,10 of 29,3 of 5,8 of 10,3 of 3,5 of 8,6 of 28,6 of 23,5 of 9,17 of 24,2 of 2,0 of 0
Quinton Jackson,Lyoto Machida,W,L,http://ufcstats.com/fight-details/47b690fb54f2eaf9,3,5:00,3 Rnd (5-5-5),Herb Dean,Light Heavyweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,5 of 18,12 of 18,27%,66%,26 of 39,16 of 22,0 of 0,0 of 0,---,---,0,0,0,0,1:03,0:18,4 of 17,1 of 3,0 of 0,3 of 3,1 of 1,8 of 12,3 of 15,10 of 16,2 of 3,2 of 2,0 of 0,0 of 0
Mike Lullo,Edson Barboza,L,W,http://ufcstats.com/fight-details/8b87b341bcd130ee,3,0:26,3 Rnd (5-5-5),Marc Fennell,Lightweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,6 of 27,19 of 33,22%,57%,37 of 59,19 of 33,0 of 2,2 of 2,0%,100%,1,0,0,0,0:02,2:15,4 of 19,7 of 19,1 of 4,1 of 2,1 of 4,11 of 12,6 of 27,19 of 31,0 of 0,0 of 1,0 of 0,0 of 1
Tyson Griffin,Nik Lentz,L,W,http://ufcstats.com/fight-details/83ea3c36a6f91cb8,3,5:00,3 Rnd (5-5-5),Herb Dean,Lightweight Bout,"November 20, 2010","Auburn Hills, Michigan, USA",0,0,7 of 15,13 of 14,46%,92%,7 of 16,39 of 40,4 of 8,1 of 1,50%,100%,0,1,0,0,3:20,0:43,2 of 10,6 of 7,1 of 1,3 of 3,4 of 4,4 of 4,3 of 11,9 of 10,4 of 4,3 of 3,0 of 0,1 of 1
Duane Ludwig,Nick Osipczak,W,L,http://ufcstats.com/fight-details/68b3222e977a6a11,3,5:00,3 Rnd (5-5-5),Marc Goddard,Welterweight Bout,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",0,2,25 of 60,27 of 44,41%,61%,29 of 64,46 of 64,0 of 0,1 of 3,---,33%,0,0,0,0,0:02,2:14,15 of 42,16 of 31,10 of 16,4 of 4,0 of 2,7 of 9,16 of 48,14 of 25,8 of 11,5 of 6,1 of 1,8 of 13
Amir Sadollah,Peter Sobotta,W,L,http://ufcstats.com/fight-details/82ad4eb50b3d7bd0,3,5:00,3 Rnd (5-5-5),Leon Roberts,Welterweight Bout,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",0,0,21 of 52,11 of 35,40%,31%,31 of 62,12 of 36,0 of 0,0 of 3,---,0%,0,0,0,0,0:21,2:35,5 of 32,10 of 34,4 of 7,0 of 0,12 of 13,1 of 1,13 of 42,8 of 29,8 of 10,3 of 6,0 of 0,0 of 0
Seth Petruzelli,Karlos Vemola,L,W,http://ufcstats.com/fight-details/ebf204638524c377,1,3:46,3 Rnd (5-5-5),Leon Roberts,Light Heavyweight Bout,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",0,0,3 of 10,18 of 42,30%,42%,12 of 22,43 of 76,0 of 0,2 of 2,---,100%,2,0,0,0,0:00,3:20,2 of 8,17 of 41,1 of 2,1 of 1,0 of 0,0 of 0,2 of 7,4 of 12,1 of 2,0 of 0,0 of 1,14 of 30
Nate Marquardt,Yushin Okami,L,W,http://ufcstats.com/fight-details/fdb7377a34603e47,3,5:00,3 Rnd (5-5-5),Leon Roberts,Middleweight Bout,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",0,0,2 of 9,3 of 5,22%,60%,5 of 13,14 of 16,0 of 0,1 of 4,---,25%,2,0,0,0,1:31,2:25,0 of 6,3 of 5,1 of 2,0 of 0,1 of 1,0 of 0,1 of 6,2 of 4,1 of 2,0 of 0,0 of 1,1 of 1
Dennis Siver,Andre Winner,W,L,http://ufcstats.com/fight-details/6a32cabbcd9b1e42,1,3:37,3 Rnd (5-5-5),Kevin Mulhall,Lightweight Bout,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",1,0,30 of 71,13 of 44,42%,29%,37 of 81,13 of 44,0 of 1,0 of 0,0%,---,1,0,0,0,0:34,0:00,15 of 52,2 of 27,4 of 6,5 of 7,11 of 13,6 of 10,25 of 61,13 of 44,1 of 3,0 of 0,4 of 7,0 of 0
Kris McCray,Carlos Eduardo Rocha,L,W,http://ufcstats.com/fight-details/d87755257628de36,1,2:21,3 Rnd (5-5-5),Marc Goddard,Welterweight Bout,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",0,0,3 of 8,2 of 4,37%,50%,14 of 19,3 of 5,2 of 2,0 of 0,100%,---,0,1,0,1,1:30,0:24,1 of 4,1 of 3,2 of 3,0 of 0,0 of 1,1 of 1,1 of 5,2 of 4,0 of 1,0 of 0,2 of 2,0 of 0
Krzysztof Soszynski,Goran Reljic,W,L,http://ufcstats.com/fight-details/5e3f46e6f46d5a90,3,5:00,3 Rnd (5-5-5),Marc Goddard,Light Heavyweight Bout,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",0,0,16 of 40,10 of 34,40%,29%,17 of 41,48 of 72,0 of 0,1 of 2,---,50%,1,0,0,0,0:00,1:56,8 of 31,5 of 24,2 of 2,5 of 7,6 of 7,0 of 3,16 of 40,10 of 34,0 of 0,0 of 0,0 of 0,0 of 0
